"","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","scale_index"
"3537",2021,"EN","PT","AI Scientist",12000,"USD",12000,"PK",100,"US","M",1.68430942941646
"3545",2021,"EN","FT","Research Scientist",60000,"GBP",82528,"GB",50,"GB","L",-0.395274349799468
"3546",2020,"EN","FT","Machine Learning Engineer",250000,"USD",250000,"US",50,"US","L",1.84964304563336
"3547",2021,"EN","FT","Data Analyst",50000,"EUR",59102,"FR",50,"FR","M",0.553442783572778
"3549",2020,"EN","FT","Data Analyst",10000,"USD",10000,"NG",100,"NG","S",1.17480270016126
"3550",2020,"EN","FT","Machine Learning Engineer",138000,"USD",138000,"US",100,"US","S",1.07455117717373
"3554",2021,"EN","FT","Data Analyst",80000,"USD",80000,"US",100,"US","M",1.42816676497051
"3561",2021,"EN","FT","Machine Learning Scientist",225000,"USD",225000,"US",100,"US","L",1.02467498282614
"3562",2021,"EN","FT","Data Science Consultant",65000,"EUR",76833,"DE",100,"DE","S",-0.667475097585663
"3568",2021,"EN","FT","Data Engineer",2250000,"INR",30428,"IN",100,"IN","L",1.73649596477344
"3577",2020,"EN","PT","ML Engineer",14000,"EUR",15966,"DE",100,"DE","S",1.38602656834968
"3579",2021,"EN","FT","Computer Vision Software Engineer",70000,"USD",70000,"US",100,"US","M",0.734348374721778
"3582",2021,"EN","FT","Data Scientist",2200000,"INR",29751,"IN",50,"IN","L",1.11814451104668
"3590",2021,"EN","FT","Data Scientist",2100000,"INR",28399,"IN",100,"IN","M",1.13403864536846
"3592",2021,"EN","FT","Data Scientist",90000,"USD",90000,"US",100,"US","S",1.221019468561
"3594",2020,"EN","FT","Data Analyst",450000,"INR",6072,"IN",0,"IN","S",2.64084616597749
"3599",2021,"EN","FT","Data Scientist",31000,"EUR",36643,"FR",50,"FR","L",0.780949621066524
"3601",2020,"EN","FT","Data Analyst",91000,"USD",91000,"US",100,"US","L",1.16806538388466
"3606",2021,"EN","FT","Data Engineer",1600000,"INR",21637,"IN",50,"IN","M",2.16838387306909
"3607",2020,"EN","FT","Research Scientist",42000,"USD",42000,"NL",50,"NL","L",2.05418102337692
"3619",2021,"EN","FT","Data Engineer",72500,"USD",72500,"US",100,"US","L",2.14526311038036
"3622",2021,"EN","FT","Research Scientist",100000,"USD",100000,"JE",0,"CN","L",0.422531998940443
"3627",2021,"EN","FT","Data Scientist",58000,"USD",58000,"US",50,"US","L",3.00248273029283
"3628",2021,"EN","FT","Data Scientist",100000,"USD",100000,"US",100,"US","M",1.06670087093018
"3630",2021,"EN","FT","Machine Learning Engineer",85000,"USD",85000,"NL",100,"DE","S",2.86685184470686
"3631",2021,"EN","FT","Data Science Consultant",65000,"EUR",76833,"DE",0,"DE","L",-0.350902686030712
"3633",2020,"EN","FT","Data Analyst",72000,"USD",72000,"US",100,"US","L",1.02098358635424
"3634",2021,"EN","FT","Data Engineer",55000,"EUR",65013,"DE",50,"DE","M",2.24991457096922
"3645",2021,"EN","FT","Big Data Engineer",1200000,"INR",16228,"IN",100,"IN","L",0.284757812777204
"3649",2021,"EN","FT","Machine Learning Engineer",21000,"EUR",24823,"DE",50,"DE","M",0.247311031782258
"3652",2021,"EN","FT","BI Data Analyst",9272,"USD",9272,"KE",100,"KE","S",0.0614612963931062
"3657",2021,"EN","FT","Machine Learning Engineer",21844,"USD",21844,"CO",50,"CO","M",-0.0525132793387366
"3659",2020,"EN","FT","Data Scientist",45000,"EUR",51321,"FR",0,"FR","S",0.562840466819601
"3663",2020,"EN","FT","Data Scientist",35000,"EUR",39916,"FR",0,"FR","M",1.33117917295898
"3669",2021,"EN","FT","Machine Learning Engineer",81000,"USD",81000,"US",50,"US","S",-1.01421049792072
"3671",2021,"EN","FT","Data Science Consultant",90000,"USD",90000,"US",100,"US","S",1.21198043337229
"3683",2020,"EN","FT","Data Engineer",4450000,"JPY",41689,"JP",100,"JP","S",2.23667504641657
"3686",2020,"EN","FT","Data Science Consultant",423000,"INR",5707,"IN",50,"IN","M",3.03757401824044
"3688",2021,"EN","PT","Computer Vision Engineer",180000,"DKK",28609,"DK",50,"DK","S",2.30117599220059
"3700",2020,"EN","FT","AI Scientist",300000,"DKK",45896,"DK",50,"DK","S",1.75677476379596
"3706",2021,"EN","FT","Big Data Engineer",435000,"INR",5882,"IN",0,"CH","L",-0.72673039911433
"3709",2020,"EN","FT","Data Scientist",55000,"EUR",62726,"DE",50,"DE","S",0.398493291993218
"3711",2020,"EN","PT","Data Scientist",19000,"EUR",21669,"IT",50,"IT","S",0.647953543417383
"3725",2021,"EN","FT","Business Data Analyst",50000,"EUR",59102,"LU",100,"LU","L",1.70352390275689
"3730",2021,"EN","FT","AI Scientist",1335000,"INR",18053,"IN",100,"AS","S",0.894328665996226
"3736",2021,"EN","PT","AI Scientist",12000,"USD",12000,"BR",100,"US","S",-0.258648628060172
"3753",2020,"EN","FT","Data Scientist",105000,"USD",105000,"US",100,"US","S",2.68443570809411
"3754",2020,"EN","CT","Business Data Analyst",100000,"USD",100000,"US",100,"US","L",1.91139129179596
"59",2023,"EX","FT","Data Scientist",258750,"USD",258750,"US",0,"US","M",8.79293425061458
"60",2023,"EX","FT","Data Scientist",185000,"USD",185000,"US",0,"US","M",10.2774292421107
"184",2020,"EX","FT","Staff Data Analyst",15000,"USD",15000,"NG",0,"CA","M",11.0844411766831
"204",2023,"EX","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M",7.65430229737065
"205",2023,"EX","FT","Data Engineer",205000,"USD",205000,"US",0,"US","M",10.4291246888111
"229",2023,"EX","FT","Head of Data",329500,"USD",329500,"US",0,"US","M",10.5060558921576
"230",2023,"EX","FT","Head of Data",269600,"USD",269600,"US",0,"US","M",9.42526003986535
"238",2023,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",9.45336814421581
"239",2023,"EX","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",9.43554800090672
"275",2023,"EX","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M",9.1099621709559
"276",2023,"EX","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M",9.52280730024645
"297",2023,"EX","FT","Analytics Engineer",221000,"USD",221000,"US",100,"US","M",9.0016135551403
"298",2023,"EX","FT","Analytics Engineer",153000,"USD",153000,"US",100,"US","M",9.22374610536201
"390",2023,"EX","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M",10.0644588172763
"391",2023,"EX","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M",10.9594940589708
"412",2023,"EX","FT","Data Architect",180000,"USD",180000,"US",0,"US","M",9.88971450560923
"413",2023,"EX","FT","Data Architect",155000,"USD",155000,"US",0,"US","M",9.48899049419336
"473",2023,"EX","FT","Data Engineer",286000,"USD",286000,"US",100,"US","M",9.08880458337019
"474",2023,"EX","FT","Data Engineer",207000,"USD",207000,"US",100,"US","M",9.16282831973106
"479",2023,"EX","FT","Director of Data Science",353200,"USD",353200,"US",0,"US","M",12.4158351784893
"480",2023,"EX","FT","Director of Data Science",249300,"USD",249300,"US",0,"US","M",10.134088220152
"554",2023,"EX","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M",9.50931410330906
"555",2023,"EX","FT","Data Scientist",100000,"USD",100000,"US",0,"US","M",9.55945212764677
"590",2023,"EX","FT","Data Engineer",265000,"USD",265000,"US",0,"US","M",10.4595894410059
"591",2023,"EX","FT","Data Engineer",235000,"USD",235000,"US",0,"US","M",9.30627975306252
"658",2023,"EX","FT","Data Engineer",194500,"USD",194500,"US",0,"US","M",8.55179508961353
"659",2023,"EX","FT","Data Engineer",115500,"USD",115500,"US",0,"US","M",10.5747557209007
"708",2023,"EX","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M",8.97634427703612
"709",2023,"EX","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M",9.98486169963582
"746",2023,"EX","FT","Data Engineer",210914,"USD",210914,"US",100,"US","M",9.06405139883161
"747",2023,"EX","FT","Data Engineer",116704,"USD",116704,"US",100,"US","M",11.1022975462003
"798",2023,"EX","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M",9.52440692113094
"799",2023,"EX","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M",9.29055996248749
"861",2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",9.49874193940524
"862",2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",8.3709065309213
"975",2022,"EX","FT","Data Science Manager",106000,"USD",106000,"UZ",0,"RU","L",8.83238073790581
"1008",2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",7.81996035105133
"1009",2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",8.65900680789997
"1035",2023,"EX","FT","Head of Data Science",131899,"GBP",160288,"GB",0,"GB","M",9.70570614123629
"1036",2023,"EX","FT","Head of Data Science",104891,"GBP",127467,"GB",0,"GB","M",9.53410245959389
"1154",2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",11.4494962652871
"1155",2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",8.93135727632542
"1264",2023,"EX","FT","Data Engineer",235000,"USD",235000,"US",0,"US","M",9.14463536626249
"1265",2023,"EX","FT","Data Engineer",210000,"USD",210000,"US",0,"US","M",9.71937699804255
"1303",2023,"EX","FT","Data Engineer",210914,"USD",210914,"US",100,"US","M",9.00565992370434
"1304",2023,"EX","FT","Data Engineer",116704,"USD",116704,"US",100,"US","M",9.03148568212795
"1330",2023,"EX","FT","Data Engineer",284000,"USD",284000,"US",100,"US","M",8.89268180735823
"1331",2023,"EX","FT","Data Engineer",236000,"USD",236000,"US",100,"US","M",8.74801411436106
"1353",2023,"EX","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M",9.47617188101264
"1354",2023,"EX","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M",9.5031500427333
"1375",2023,"EX","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M",8.19396874319805
"1376",2023,"EX","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M",9.41792407531067
"1397",2023,"EX","FT","Head of Data Science",314100,"USD",314100,"US",0,"US","M",8.89111037557322
"1398",2023,"EX","FT","Head of Data Science",195800,"USD",195800,"US",0,"US","M",8.98503799050799
"1405",2023,"EX","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M",9.83769047644318
"1406",2023,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",10.5630558189945
"1428",2023,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",11.6478174728151
"1429",2023,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",9.22664657605631
"1606",2023,"EX","FT","Data Scientist",300000,"USD",300000,"US",0,"US","M",11.6059096288573
"1607",2023,"EX","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M",8.84219145230559
"1650",2023,"EX","FT","Data Engineer",196200,"USD",196200,"US",0,"US","M",10.6565884643328
"1651",2023,"EX","FT","Data Engineer",150900,"USD",150900,"US",0,"US","M",12.5489910707179
"1925",2022,"EX","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M",9.96523961019616
"1926",2022,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",9.33036642033804
"1933",2022,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",9.99239524428902
"1934",2022,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",11.7770844481434
"2000",2022,"EX","FT","Data Scientist",159000,"USD",159000,"US",100,"US","M",8.86139226324909
"2001",2022,"EX","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M",11.3678271794233
"2280",2022,"EX","FT","Data Engineer",310000,"USD",310000,"US",100,"US","M",11.3295647907824
"2281",2022,"EX","FT","Data Engineer",239000,"USD",239000,"US",100,"US","M",10.3364727972038
"2447",2022,"EX","FT","Head of Data",205000,"USD",205000,"US",0,"US","M",10.006892838442
"2448",2022,"EX","FT","Head of Data",160000,"USD",160000,"US",0,"US","M",9.54453126183857
"2523",2022,"EX","FT","Analytics Engineer",210000,"USD",210000,"US",100,"US","M",9.63347606712607
"2524",2022,"EX","FT","Analytics Engineer",157000,"USD",157000,"US",100,"US","M",10.6482865675031
"2666",2022,"EX","FT","Data Manager",164000,"CAD",125976,"CA",50,"CA","L",12.0702708613309
"2711",2022,"EX","FT","Data Engineer",187200,"USD",187200,"US",100,"US","M",9.84660158753303
"2712",2022,"EX","FT","Data Engineer",116100,"USD",116100,"US",100,"US","M",8.60929905329851
"2827",2022,"EX","FT","Data Science Manager",222640,"USD",222640,"US",0,"US","M",9.27641822288984
"2828",2022,"EX","FT","Data Science Manager",182160,"USD",182160,"US",0,"US","M",10.2582617621679
"2833",2022,"EX","FT","Data Engineer",297500,"USD",297500,"US",100,"US","M",9.6829408850388
"2834",2022,"EX","FT","Data Engineer",260000,"USD",260000,"US",100,"US","M",9.8222100423357
"2915",2022,"EX","FT","Machine Learning Scientist",200000,"USD",200000,"US",100,"US","S",9.83000592314546
"2916",2022,"EX","FT","Machine Learning Scientist",180000,"USD",180000,"US",100,"US","S",8.62769811412331
"2917",2022,"EX","FT","AI Scientist",200000,"USD",200000,"US",100,"US","S",9.82621282958597
"2981",2022,"EX","FT","Analytics Engineer",200000,"USD",200000,"US",100,"US","M",10.8502322571219
"2982",2022,"EX","FT","Analytics Engineer",150000,"USD",150000,"US",100,"US","M",10.6976087116683
"3065",2022,"EX","FT","Research Scientist",80000,"EUR",84053,"NL",0,"NL","L",10.5499973510911
"3068",2022,"EX","FT","Data Science Manager",260500,"USD",260500,"US",0,"US","M",9.59726802455238
"3069",2022,"EX","FT","Data Science Manager",175100,"USD",175100,"US",0,"US","M",9.80840622952152
"3184",2022,"EX","FT","Lead Data Engineer",150000,"CAD",115222,"CA",100,"CA","S",8.80547212039749
"3193",2022,"EX","FT","Head of Machine Learning",6000000,"INR",76309,"IN",50,"IN","L",9.94684118125668
"3239",2022,"EX","FT","Data Engineer",242000,"USD",242000,"US",100,"US","M",10.2551960009958
"3240",2022,"EX","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M",11.7059640072401
"3275",2022,"EX","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M",11.0015132523634
"3276",2022,"EX","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M",9.50441655699854
"3311",2022,"EX","FT","Head of Data Science",224000,"USD",224000,"US",100,"US","M",10.3555502969997
"3312",2022,"EX","FT","Head of Data Science",167875,"USD",167875,"US",100,"US","M",8.86539195646615
"3313",2022,"EX","FT","Analytics Engineer",175000,"USD",175000,"US",100,"US","M",10.8782036269523
"3314",2022,"EX","FT","Analytics Engineer",135000,"USD",135000,"US",100,"US","M",10.9729167533761
"3411",2022,"EX","FT","Data Engineer",324000,"USD",324000,"US",100,"US","M",12.1211171053757
"3412",2022,"EX","FT","Data Engineer",216000,"USD",216000,"US",100,"US","M",10.414523534375
"3421",2022,"EX","FT","Director of Data Science",250000,"CAD",192037,"CA",50,"CA","L",9.52528152647064
"3513",2021,"EX","FT","Director of Data Science",250000,"USD",250000,"US",0,"US","L",10.0659934937045
"3516",2021,"EX","FT","Director of Data Science",110000,"EUR",130026,"DE",50,"DE","M",9.49752221760613
"3519",2021,"EX","FT","Head of Data Science",85000,"USD",85000,"RU",0,"RU","M",9.17400141287066
"3520",2021,"EX","FT","Head of Data",230000,"USD",230000,"RU",50,"RU","L",10.166989279753
"3542",2021,"EX","FT","Director of Data Science",130000,"EUR",153667,"IT",100,"PL","L",9.10373537375524
"3558",2021,"EX","FT","Head of Data",235000,"USD",235000,"US",100,"US","L",10.1681853876558
"3559",2021,"EX","FT","BI Data Analyst",150000,"USD",150000,"IN",100,"US","L",10.3549682610149
"3560",2020,"EX","FT","Data Engineer",70000,"EUR",79833,"ES",50,"ES","L",9.94789488312887
"3644",2021,"EX","FT","Director of Data Science",120000,"EUR",141846,"DE",0,"DE","L",9.80406538128375
"3661",2021,"EX","FT","Data Science Consultant",59000,"EUR",69741,"FR",100,"ES","S",9.35093024839424
"3676",2021,"EX","CT","Principal Data Scientist",416000,"USD",416000,"US",100,"US","S",8.89023276860127
"3698",2020,"EX","FT","Director of Data Science",325000,"USD",325000,"US",100,"US","L",10.8492742026551
"2",2023,"MI","CT","ML Engineer",30000,"USD",30000,"US",100,"US","S",4.58552881784386
"3",2023,"MI","CT","ML Engineer",25500,"USD",25500,"US",100,"US","S",4.70946601750952
"20",2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M",3.89069668531895
"21",2023,"MI","FT","Data Analyst",110000,"USD",110000,"US",100,"US","M",3.54650282653724
"36",2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M",4.60588745584039
"37",2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",2.18204403229627
"38",2023,"MI","FT","Data Analyst",105380,"USD",105380,"US",0,"US","M",4.63009855106839
"39",2023,"MI","FT","Data Analyst",64500,"USD",64500,"US",0,"US","M",3.72381589477478
"42",2022,"MI","FT","Machine Learning Engineer",1650000,"INR",20984,"IN",50,"IN","L",3.71584025605663
"81",2023,"MI","FT","Data Scientist",510000,"HKD",65062,"HK",0,"HK","L",3.08067799752587
"83",2023,"MI","FT","Applied Machine Learning Engineer",65000,"EUR",69751,"IN",100,"DE","S",3.883752193648
"85",2023,"MI","FT","Machine Learning Engineer",90000,"EUR",96578,"NL",100,"NL","L",5.81731204370422
"130",2023,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M",4.37062786425795
"131",2023,"MI","FT","Data Analytics Manager",140000,"USD",140000,"US",0,"US","M",4.52021645755496
"136",2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",3.24946800549767
"137",2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M",4.81689983952058
"154",2023,"MI","FT","Data Engineer",100000,"USD",100000,"US",100,"US","M",3.11364247875679
"155",2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M",3.66842241005745
"156",2023,"MI","FT","Business Data Analyst",105000,"USD",105000,"US",50,"US","L",5.12071265166956
"157",2023,"MI","FT","Applied Data Scientist",1700000,"INR",20670,"IN",100,"IN","L",4.29872369926729
"158",2023,"MI","FT","Data Analyst",38000,"GBP",46178,"GB",0,"GB","M",4.77962192455532
"159",2023,"MI","FT","Data Analyst",35000,"GBP",42533,"GB",0,"GB","M",5.45578508247686
"168",2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M",3.3556715707687
"169",2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",2.44686259477031
"182",2023,"MI","FT","Data Scientist",55000,"GBP",66837,"GB",0,"GB","M",2.40229048330369
"183",2023,"MI","FT","Data Scientist",45000,"GBP",54685,"GB",0,"GB","M",5.80509751881082
"185",2023,"MI","FT","ETL Engineer",70000,"GBP",85066,"GB",100,"GB","M",3.51835263630536
"186",2023,"MI","FT","ETL Engineer",47500,"GBP",57723,"GB",100,"GB","M",4.62037980129842
"191",2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M",4.61212349265085
"192",2023,"MI","FT","Machine Learning Engineer",250000,"USD",250000,"US",0,"US","M",3.83768902308187
"197",2023,"MI","FT","Research Engineer",230000,"USD",230000,"US",0,"US","M",4.81187317855386
"198",2023,"MI","FT","Research Engineer",200000,"USD",200000,"US",0,"US","M",6.19683354634753
"206",2023,"MI","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M",6.04919033740619
"207",2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M",5.63244563948047
"220",2023,"MI","FT","AI Developer",100000,"SGD",75020,"FI",0,"FI","M",4.25427119281405
"235",2023,"MI","FT","AI Developer",200000,"USD",200000,"US",100,"US","M",4.49118827927256
"326",2023,"MI","FT","Machine Learning Engineer",280700,"USD",280700,"US",100,"US","M",3.67591342126288
"327",2023,"MI","FT","Machine Learning Engineer",150450,"USD",150450,"US",100,"US","M",2.33794975614137
"337",2023,"MI","FT","Data Scientist",93918,"USD",93918,"US",100,"US","M",5.76773385087297
"338",2023,"MI","FT","Data Scientist",51962,"USD",51962,"US",100,"US","M",4.02580104864781
"361",2023,"MI","FT","Big Data Engineer",45000,"EUR",48289,"ES",100,"ES","M",5.12851083359018
"366",2023,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M",1.61964193860296
"367",2023,"MI","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M",2.93973444784747
